<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
LRHC.US,D,20250227,000000,187.2,189.6,168.8,172,1541.5700000000002,0
LRHC.US,D,20250228,000000,171.2,172,168,172,532.917,0
LRHC.US,D,20250303,000000,170.32,176.96,161.2,161.44,756.0880000000001,0
LRHC.US,D,20250304,000000,161.6,168,144.4,161.6,638.321,0
LRHC.US,D,20250305,000000,173.6,173.6,153.12,165.6,307.6,0
LRHC.US,D,20250306,000000,170.4,180,154.72,160.8,642.865,0
LRHC.US,D,20250307,000000,156.56,168,156.56,161.28,562.883,0
LRHC.US,D,20250310,000000,166.4,166.72,145.6,150.16,807.973,0
LRHC.US,D,20250311,000000,150.4,157.52,145.2,157.52,313.90700000000004,0
LRHC.US,D,20250312,000000,160,171.76,152,164,412.157,0
LRHC.US,D,20250313,000000,172,172,156.56,164.08,382.797,0
LRHC.US,D,20250314,000000,168,179.92,160.48,175.92,648.8100000000001,0
LRHC.US,D,20250317,000000,172,179.92,162.56,171.36,378.443,0
LRHC.US,D,20250318,000000,166.24,172.32,164.72,164.8,165.21800000000002,0
LRHC.US,D,20250319,000000,165.28,169.2,161.2,165.68,294.195,0
LRHC.US,D,20250320,000000,168,172.8,163.52,170.4,252.99200000000002,0
LRHC.US,D,20250321,000000,168.16,179.12,166.72,176,479.446,0
LRHC.US,D,20250324,000000,175.76,175.92,162.72,171.2,447.59799999999996,0
LRHC.US,D,20250325,000000,171.04,175.84,148.08,165.52,933.166,0
LRHC.US,D,20250326,000000,164,168,157.6,160,259.63100000000003,0
LRHC.US,D,20250327,000000,157.04,157.04,148.08,152,355.862,0
LRHC.US,D,20250328,000000,166.4,166.4,146,151.36,418.242,0
LRHC.US,D,20250331,000000,151.2,151.52,143.52,144,685.182,0
LRHC.US,D,20250401,000000,144,149.6,144,149.28,299.937,0
LRHC.US,D,20250402,000000,148,156.96,148,149.6,450.233,0
LRHC.US,D,20250403,000000,145.12,161.6,142.8,154.4,577.716,0
LRHC.US,D,20250404,000000,152,158.4,140.4,144.88,527.6020000000001,0
LRHC.US,D,20250407,000000,144.8,144.88,130,136,484.125,0
